id,product,category,amount,sale_date,quantity,customer_id,store_location
426,"Board Game",Toys,330.82,2023-03-13,10,380,Miami
427,Puzzle,Toys,44.09,2023-01-17,4,169,Houston
428,Shoes,Clothing,356.75,2023-02-22,4,15,"New York"
429,Puzzle,Toys,751.07,2023-04-18,8,445,"Los Angeles"
430,Shoes,Clothing,697.74,2023-06-21,7,231,"Los Angeles"
431,Speaker,Electronics,269.85,2023-03-25,6,84,"Los Angeles"
432,"Action Figure",Toys,210.05,2023-06-21,2,395,Chicago
433,Dress,Clothing,242.06,2023-05-02,7,99,"New York"
434,"Non-fiction Book",Books,84.95,2023-05-17,6,176,"New York"
435,Puzzle,Toys,257.28,2023-06-25,2,318,Miami
436,Wardrobe,Furniture,345.36,2023-02-13,2,55,"New York"
437,"Board Game",Toys,420.52,2023-05-25,8,161,"Los Angeles"
438,Doll,Toys,861.11,2023-03-14,5,468,"Los Angeles"
439,Keyboard,Electronics,56.70,2023-05-27,10,51,Houston
440,Dress,Clothing,51.41,2023-04-16,8,80,Chicago
441,"Non-fiction Book",Books,714.74,2023-03-14,9,85,"Los Angeles"
442,Jeans,Clothing,662.02,2023-03-23,3,16,"Los Angeles"
443,Dress,Clothing,364.97,2023-01-17,4,281,Houston
444,"Action Figure",Toys,559.49,2023-05-21,3,420,Chicago
445,"Action Figure",Toys,638.37,2023-06-26,10,490,Miami
446,"Fiction Book",Books,959.90,2023-04-23,3,170,Miami
447,Doll,Toys,879.75,2023-04-11,2,72,"Los Angeles"
448,"History Book",Books,390.81,2023-06-15,5,174,Chicago
449,Sofa,Furniture,140.61,2023-01-05,8,222,"New York"
450,Smartwatch,Electronics,731.62,2023-04-30,2,346,"New York"
451,Mouse,Electronics,485.60,2023-05-03,10,336,Chicago
452,"History Book",Books,219.85,2023-02-06,4,110,Miami
453,"Table Lamp",Furniture,981.42,2023-01-28,9,337,Miami
454,Dress,Clothing,781.06,2023-05-05,2,271,"Los Angeles"
455,Laptop,Electronics,608.99,2023-04-25,4,416,"New York"
456,Laptop,Electronics,241.08,2023-06-11,8,60,"Los Angeles"
457,Desk,Furniture,730.79,2023-03-23,1,21,Miami
458,"History Book",Books,985.37,2023-01-13,4,377,Chicago
459,"History Book",Books,342.77,2023-04-30,3,242,Chicago
460,Monitor,Electronics,197.76,2023-06-18,1,299,Houston
461,"Board Game",Toys,281.09,2023-01-30,10,200,"New York"
462,Monitor,Electronics,544.64,2023-04-17,4,445,Chicago
463,Dress,Clothing,670.21,2023-06-18,7,285,Miami
464,Bed,Furniture,979.62,2023-04-25,3,168,Miami
465,"Non-fiction Book",Books,887.60,2023-03-10,3,499,"Los Angeles"
466,Shoes,Clothing,501.13,2023-01-03,6,377,"New York"
467,"Coffee Table",Furniture,176.48,2023-04-19,5,293,Chicago
468,"Art Book",Books,909.34,2023-04-10,1,268,Chicago
469,Laptop,Electronics,471.19,2023-05-18,4,353,"Los Angeles"
470,Jacket,Clothing,57.96,2023-01-13,2,323,Houston
471,"Fiction Book",Books,146.47,2023-05-09,2,240,"New York"
472,"Non-fiction Book",Books,603.07,2023-01-06,4,313,"New York"
473,Jacket,Clothing,597.52,2023-06-23,1,149,"Los Angeles"
474,Puzzle,Toys,487.03,2023-03-17,7,490,Miami
475,"Action Figure",Toys,541.12,2023-01-23,1,331,"Los Angeles"
476,Jeans,Clothing,156.22,2023-06-15,2,441,"New York"
477,Jeans,Clothing,130.88,2023-05-10,2,406,Chicago
478,"Board Game",Toys,153.78,2023-04-05,2,152,Miami
479,Laptop,Electronics,600.54,2023-04-20,3,216,"Los Angeles"
480,"Non-fiction Book",Books,365.37,2023-06-21,7,239,"Los Angeles"
481,Jeans,Clothing,934.43,2023-05-31,4,205,Miami
482,Bed,Furniture,682.13,2023-06-27,9,255,Miami
483,"Non-fiction Book",Books,76.95,2023-04-10,6,476,"New York"
484,Speaker,Electronics,402.13,2023-02-03,8,11,Miami
485,"Art Book",Books,870.45,2023-06-11,9,351,Miami
486,Dresser,Furniture,281.54,2023-04-19,2,29,Houston
487,"Art Book",Books,874.87,2023-03-27,8,172,Chicago
488,Wardrobe,Furniture,569.53,2023-02-17,7,137,Chicago
489,"Board Game",Toys,814.33,2023-05-13,3,494,"Los Angeles"
490,Speaker,Electronics,576.98,2023-06-12,8,133,Miami
491,Puzzle,Toys,527.55,2023-05-10,1,451,Chicago
492,"History Book",Books,954.20,2023-03-24,5,364,"Los Angeles"
493,"Non-fiction Book",Books,555.09,2023-05-25,4,162,Chicago
494,"Remote Control Car",Toys,843.46,2023-03-19,7,391,"New York"
495,Puzzle,Toys,651.13,2023-01-18,6,163,"New York"
496,Bed,Furniture,370.74,2023-03-20,1,497,Houston
497,Doll,Toys,8.38,2023-06-18,7,250,Chicago
498,Smartwatch,Electronics,6.43,2023-02-02,9,454,Miami
499,"Science Book",Books,374.75,2023-04-10,7,298,"New York"
500,Bed,Furniture,348.44,2023-03-12,10,212,"Los Angeles"
501,Dress,Clothing,611.16,2023-05-24,2,184,"Los Angeles"
502,"Art Book",Books,715.90,2023-01-23,5,34,Miami
503,Smartphone,Electronics,69.89,2023-01-10,1,66,Chicago
504,"Board Game",Toys,655.60,2023-05-07,6,295,"Los Angeles"
505,Doll,Toys,269.24,2023-02-08,3,350,Houston
506,"Table Lamp",Furniture,937.31,2023-06-18,9,254,Miami
507,Sofa,Furniture,414.85,2023-03-22,1,328,"Los Angeles"
508,Chair,Furniture,560.63,2023-03-06,2,267,"Los Angeles"
509,"Board Game",Toys,732.45,2023-02-16,1,336,"New York"
510,Shoes,Clothing,375.50,2023-01-10,2,285,Chicago
511,Bed,Furniture,108.13,2023-02-21,2,327,Miami
512,Doll,Toys,369.12,2023-05-04,4,259,Houston
513,"Science Book",Books,308.44,2023-01-24,8,99,Miami
514,"Science Book",Books,637.75,2023-05-11,8,187,Houston
515,Dress,Clothing,169.85,2023-01-28,3,384,"New York"
516,"Coffee Table",Furniture,117.72,2023-03-02,4,328,"Los Angeles"
517,Jeans,Clothing,929.24,2023-06-20,10,451,Houston
518,"Fiction Book",Books,450.22,2023-01-16,1,61,"Los Angeles"
519,Dress,Clothing,955.37,2023-02-15,4,110,Miami
520,Puzzle,Toys,790.31,2023-06-10,1,362,"Los Angeles"
521,"Science Book",Books,70.51,2023-01-05,10,242,Houston
522,Puzzle,Toys,734.21,2023-04-04,4,189,Houston
523,Jeans,Clothing,293.34,2023-03-09,10,401,"New York"
524,"Action Figure",Toys,54.54,2023-06-11,4,487,Miami
525,Bookshelf,Furniture,536.20,2023-05-01,8,334,"New York"
526,"Art Book",Books,621.51,2023-03-02,9,60,"New York"
527,Dresser,Furniture,741.31,2023-05-07,3,156,Houston
528,Jacket,Clothing,198.13,2023-04-24,6,453,Miami
529,T-shirt,Clothing,712.02,2023-03-13,9,50,Miami
530,Dresser,Furniture,423.34,2023-01-29,6,82,"Los Angeles"
531,"History Book",Books,97.94,2023-04-26,10,311,"Los Angeles"
532,Laptop,Electronics,384.96,2023-04-19,9,222,Houston
533,Smartphone,Electronics,156.01,2023-05-02,9,233,Houston
534,"Fiction Book",Books,858.77,2023-01-28,2,240,Miami
535,"Fiction Book",Books,595.97,2023-04-01,8,80,Chicago
536,Jacket,Clothing,783.77,2023-06-25,6,352,Miami
537,T-shirt,Clothing,377.44,2023-06-02,2,490,Chicago
538,"Action Figure",Toys,854.70,2023-05-23,4,302,Miami
539,Sofa,Furniture,101.10,2023-05-29,9,325,Houston
540,"Action Figure",Toys,218.58,2023-04-09,1,364,Chicago
541,"Action Figure",Toys,294.71,2023-06-12,7,216,"Los Angeles"
542,Keyboard,Electronics,88.19,2023-01-18,3,409,Chicago
543,"Art Book",Books,625.26,2023-03-17,3,400,"Los Angeles"
544,T-shirt,Clothing,895.37,2023-03-09,2,395,"Los Angeles"
545,"Art Book",Books,711.36,2023-05-27,10,89,"New York"
546,Speaker,Electronics,462.86,2023-04-07,3,435,Chicago
547,"Art Book",Books,742.72,2023-06-08,2,94,Chicago
548,"Art Book",Books,757.98,2023-06-22,6,333,Miami
549,Smartwatch,Electronics,266.38,2023-03-04,10,342,Chicago
550,"Board Game",Toys,833.35,2023-05-16,3,29,Chicago
551,Nightstand,Furniture,70.82,2023-03-11,8,186,Houston
552,"History Book",Books,124.91,2023-02-17,10,461,Houston
553,Tablet,Electronics,895.87,2023-05-13,10,372,Houston
554,T-shirt,Clothing,440.38,2023-05-02,1,109,Miami
555,Mouse,Electronics,417.88,2023-04-02,3,456,Houston
556,"History Book",Books,975.36,2023-06-20,9,116,Houston
557,"Action Figure",Toys,329.97,2023-01-18,5,92,Chicago
558,"History Book",Books,789.81,2023-05-23,6,287,"New York"
559,"Science Book",Books,206.62,2023-04-09,2,485,Chicago
560,T-shirt,Clothing,539.43,2023-05-06,9,106,Chicago
561,"Non-fiction Book",Books,277.41,2023-03-27,6,175,"New York"
562,Bookshelf,Furniture,869.70,2023-02-16,7,315,"New York"
563,"Art Book",Books,589.65,2023-02-11,4,143,"Los Angeles"
564,Wardrobe,Furniture,263.95,2023-05-26,3,427,Chicago
565,"Action Figure",Toys,598.64,2023-05-24,2,287,"Los Angeles"
566,"History Book",Books,550.96,2023-04-05,10,142,Chicago
567,"History Book",Books,845.04,2023-06-19,2,49,Miami
568,Nightstand,Furniture,883.80,2023-03-22,6,301,"Los Angeles"
569,Sofa,Furniture,100.21,2023-05-12,4,269,Houston
570,"Non-fiction Book",Books,279.43,2023-05-03,6,409,"Los Angeles"
571,"Coffee Table",Furniture,795.90,2023-04-23,8,407,Miami
572,"Board Game",Toys,41.05,2023-05-11,6,182,"Los Angeles"
573,Wardrobe,Furniture,237.36,2023-04-24,5,140,"New York"
574,"Art Book",Books,372.60,2023-02-26,5,163,"Los Angeles"
575,Nightstand,Furniture,684.67,2023-04-16,9,315,Chicago
576,"Art Book",Books,62.44,2023-06-06,2,97,Chicago
577,"Remote Control Car",Toys,459.63,2023-06-09,1,315,Miami
578,"Remote Control Car",Toys,638.82,2023-03-27,5,458,"New York"
579,Speaker,Electronics,685.77,2023-03-20,2,142,"New York"
580,T-shirt,Clothing,895.20,2023-03-03,1,26,"Los Angeles"
581,"Remote Control Car",Toys,679.48,2023-05-18,8,335,Miami
582,"Action Figure",Toys,351.64,2023-02-22,5,65,Chicago
583,"Remote Control Car",Toys,617.35,2023-04-22,3,208,"Los Angeles"
584,"Table Lamp",Furniture,682.99,2023-06-10,5,192,Houston
585,Chair,Furniture,966.70,2023-03-20,3,47,Houston
586,Doll,Toys,909.44,2023-05-08,9,494,Chicago
587,Bed,Furniture,217.12,2023-05-03,8,374,Chicago
588,Speaker,Electronics,446.62,2023-03-23,10,145,Houston
589,T-shirt,Clothing,54.95,2023-01-21,5,371,Chicago
590,Headphones,Electronics,777.65,2023-04-15,6,44,Houston
591,Shoes,Clothing,510.35,2023-04-29,8,431,"New York"
592,T-shirt,Clothing,448.94,2023-05-24,7,413,"New York"
593,Shoes,Clothing,81.38,2023-04-29,1,118,"New York"
594,Dress,Clothing,197.66,2023-02-22,9,242,Miami
595,Jeans,Clothing,172.71,2023-05-18,3,94,"New York"
596,"Non-fiction Book",Books,609.68,2023-01-05,3,179,Miami
597,T-shirt,Clothing,710.57,2023-02-22,4,381,Miami
598,Puzzle,Toys,685.77,2023-04-09,7,368,Houston
599,Tablet,Electronics,50.81,2023-04-11,7,291,Miami
600,"Action Figure",Toys,537.17,2023-03-11,4,216,"New York"
601,"Art Book",Books,407.88,2023-03-02,5,145,"New York"
602,T-shirt,Clothing,245.00,2023-06-01,5,400,Houston
603,"Non-fiction Book",Books,759.37,2023-05-26,8,202,Houston
604,"Coffee Table",Furniture,774.69,2023-04-02,3,266,"New York"
605,Dress,Clothing,157.89,2023-01-28,3,5,"New York"
606,"Science Book",Books,880.27,2023-01-11,7,13,"Los Angeles"
607,Doll,Toys,561.86,2023-06-10,8,94,Houston
608,Shoes,Clothing,448.04,2023-05-27,8,65,Chicago
609,Tablet,Electronics,821.92,2023-03-02,3,4,Chicago
610,Keyboard,Electronics,772.30,2023-04-06,4,24,"Los Angeles"
611,Speaker,Electronics,218.75,2023-02-26,10,292,"Los Angeles"
612,"Coffee Table",Furniture,818.43,2023-06-15,2,497,Chicago
613,Jeans,Clothing,747.22,2023-06-07,2,34,Miami
614,Chair,Furniture,808.17,2023-03-23,9,430,Houston
615,Nightstand,Furniture,809.62,2023-03-01,3,82,"New York"
616,Laptop,Electronics,351.13,2023-03-09,9,473,"Los Angeles"
617,T-shirt,Clothing,837.60,2023-05-26,6,137,Houston
618,Doll,Toys,643.76,2023-03-16,2,204,Houston
619,Tablet,Electronics,1.77,2023-03-03,8,275,Chicago
620,Nightstand,Furniture,522.24,2023-06-09,9,320,Houston
621,Smartphone,Electronics,896.19,2023-02-05,3,445,Chicago
622,Speaker,Electronics,206.17,2023-02-23,9,234,Houston
623,Headphones,Electronics,385.09,2023-04-10,7,212,"Los Angeles"
624,Keyboard,Electronics,136.32,2023-02-25,2,391,Chicago
625,Camera,Electronics,79.99,2023-06-02,10,210,"New York"
626,Bed,Furniture,987.56,2023-05-07,6,343,Houston
627,"Fiction Book",Books,426.14,2023-06-08,2,14,Houston
628,Jacket,Clothing,821.40,2023-06-23,4,459,Chicago
629,"Fiction Book",Books,492.59,2023-01-12,9,29,Houston
630,Jeans,Clothing,672.36,2023-05-04,5,32,"New York"
631,"Remote Control Car",Toys,409.89,2023-03-15,8,390,Chicago
632,Laptop,Electronics,550.31,2023-02-02,3,346,Houston
633,Dress,Clothing,725.03,2023-02-14,1,287,Houston
634,"Non-fiction Book",Books,328.26,2023-06-05,4,16,"New York"
635,"Board Game",Toys,427.19,2023-03-12,7,109,"New York"
636,"Art Book",Books,518.34,2023-06-28,5,41,"New York"
637,"Science Book",Books,954.45,2023-01-17,6,353,Houston
638,Jacket,Clothing,769.10,2023-05-12,4,266,Houston
639,Jacket,Clothing,782.46,2023-06-18,4,446,Chicago
640,T-shirt,Clothing,90.02,2023-01-25,4,296,Houston
641,Headphones,Electronics,837.44,2023-06-06,9,298,Chicago
642,Shoes,Clothing,303.60,2023-05-09,7,101,Miami
643,Nightstand,Furniture,414.42,2023-03-02,5,120,Miami
644,Shoes,Clothing,892.33,2023-06-06,7,380,Houston
645,"History Book",Books,696.05,2023-03-08,8,348,"New York"
646,Puzzle,Toys,172.54,2023-04-19,5,344,Miami
647,"Non-fiction Book",Books,845.14,2023-02-02,4,126,"New York"
648,Monitor,Electronics,93.12,2023-03-30,2,209,Chicago
649,Jacket,Clothing,429.75,2023-05-28,9,316,Houston
650,"Art Book",Books,725.59,2023-06-14,4,89,Houston
651,Mouse,Electronics,314.82,2023-06-13,7,148,Houston
652,T-shirt,Clothing,351.92,2023-03-12,9,147,Houston
653,Speaker,Electronics,728.46,2023-05-02,2,466,"New York"
654,Jacket,Clothing,20.71,2023-05-27,10,273,Houston
655,Laptop,Electronics,322.78,2023-02-24,6,416,Chicago
656,Smartwatch,Electronics,308.53,2023-03-29,5,8,Chicago
657,"Remote Control Car",Toys,555.06,2023-01-30,2,168,"New York"
658,Puzzle,Toys,225.81,2023-06-04,7,218,"Los Angeles"
659,Jacket,Clothing,892.31,2023-02-24,9,132,Miami
660,Wardrobe,Furniture,586.46,2023-02-26,9,33,Miami
661,Dress,Clothing,757.57,2023-04-08,5,285,Chicago
662,"Action Figure",Toys,794.30,2023-04-18,7,111,"Los Angeles"
663,"Action Figure",Toys,501.03,2023-06-18,2,56,Miami
664,"Non-fiction Book",Books,624.50,2023-01-28,9,491,"Los Angeles"
665,Dresser,Furniture,277.57,2023-04-07,9,332,Houston
666,"Science Book",Books,351.54,2023-02-04,9,460,Miami
667,"Fiction Book",Books,833.40,2023-01-24,2,190,Chicago
668,Camera,Electronics,295.24,2023-05-30,3,432,Chicago
669,"Action Figure",Toys,780.98,2023-04-14,6,451,Miami
670,"Remote Control Car",Toys,19.39,2023-01-31,8,204,Houston
671,Desk,Furniture,554.72,2023-04-26,6,392,"Los Angeles"
672,Headphones,Electronics,331.62,2023-03-19,2,276,"Los Angeles"
673,T-shirt,Clothing,615.64,2023-06-13,7,368,Houston
674,Doll,Toys,837.06,2023-03-17,6,325,Chicago
675,Jeans,Clothing,643.84,2023-03-21,3,14,"Los Angeles"
676,Shoes,Clothing,333.90,2023-02-18,4,432,"Los Angeles"
677,"Remote Control Car",Toys,957.45,2023-06-01,4,52,Chicago
678,Dress,Clothing,841.01,2023-06-23,3,300,"New York"
679,"Fiction Book",Books,731.56,2023-02-01,7,453,Chicago
680,Dress,Clothing,71.59,2023-04-28,1,149,"Los Angeles"
681,"Art Book",Books,791.91,2023-04-03,2,217,Chicago
682,"Non-fiction Book",Books,514.98,2023-05-22,4,270,Chicago
683,Tablet,Electronics,509.04,2023-06-15,1,320,Miami
684,Doll,Toys,75.29,2023-03-19,10,194,"New York"
685,Shoes,Clothing,447.68,2023-02-28,3,199,"New York"
686,"Science Book",Books,119.77,2023-05-28,8,123,"New York"
687,Bed,Furniture,180.57,2023-05-04,9,169,"New York"
688,Desk,Furniture,436.04,2023-01-18,2,284,"Los Angeles"
689,"Board Game",Toys,112.97,2023-06-05,10,183,Miami
690,Smartphone,Electronics,110.99,2023-02-17,10,49,Chicago
691,Jacket,Clothing,402.53,2023-05-05,3,97,"New York"
692,Dress,Clothing,286.94,2023-06-12,7,282,Miami
693,Jeans,Clothing,534.04,2023-06-20,2,401,Houston
694,"History Book",Books,530.64,2023-03-19,6,276,"New York"
695,Shoes,Clothing,252.13,2023-06-02,5,423,Houston
696,Shoes,Clothing,794.62,2023-04-01,2,43,"New York"
697,Monitor,Electronics,563.19,2023-04-29,6,4,"Los Angeles"
698,Bookshelf,Furniture,959.80,2023-06-01,4,68,Houston
699,"Remote Control Car",Toys,747.58,2023-06-10,3,208,Chicago
700,"Action Figure",Toys,645.63,2023-01-16,6,133,Miami
701,"Coffee Table",Furniture,6.49,2023-05-27,1,393,Houston
702,"History Book",Books,336.05,2023-05-24,10,263,Houston
703,"Remote Control Car",Toys,522.05,2023-04-28,7,256,Chicago
704,"Remote Control Car",Toys,592.36,2023-03-26,6,250,Houston
705,Wardrobe,Furniture,642.57,2023-04-25,3,182,"New York"
706,Smartwatch,Electronics,768.17,2023-06-10,2,61,"New York"
707,Wardrobe,Furniture,600.39,2023-03-13,2,378,"Los Angeles"
708,"Fiction Book",Books,529.13,2023-01-31,3,418,"Los Angeles"
709,"Table Lamp",Furniture,861.98,2023-04-16,4,3,Miami
710,"Fiction Book",Books,66.99,2023-01-12,2,196,Houston
711,"Board Game",Toys,122.06,2023-06-22,5,142,"New York"
712,"Non-fiction Book",Books,212.82,2023-02-12,6,474,"New York"
713,"Remote Control Car",Toys,191.73,2023-01-11,8,229,"New York"
714,Keyboard,Electronics,843.13,2023-05-30,7,295,"New York"
715,"Non-fiction Book",Books,311.95,2023-05-04,5,181,"Los Angeles"
716,"Non-fiction Book",Books,905.80,2023-03-03,10,446,Chicago
717,"Remote Control Car",Toys,596.67,2023-03-23,5,486,Chicago
718,Jacket,Clothing,969.61,2023-06-18,8,16,Miami
719,Monitor,Electronics,299.71,2023-03-10,10,421,"Los Angeles"
720,T-shirt,Clothing,48.07,2023-05-26,9,7,Chicago
721,Headphones,Electronics,969.00,2023-03-23,4,237,"Los Angeles"
722,Puzzle,Toys,513.25,2023-05-01,9,21,Houston
723,"Science Book",Books,987.22,2023-04-16,10,14,"Los Angeles"
724,Bed,Furniture,570.72,2023-03-23,6,231,Houston
725,"Science Book",Books,465.34,2023-06-03,9,385,"Los Angeles"
726,"Remote Control Car",Toys,80.26,2023-03-22,10,320,"Los Angeles"
727,Smartphone,Electronics,729.00,2023-04-13,7,324,"Los Angeles"
728,Smartphone,Electronics,935.66,2023-03-24,5,494,Chicago
729,"History Book",Books,774.52,2023-04-20,8,381,Houston
730,"Remote Control Car",Toys,963.41,2023-06-04,4,197,Houston
731,"Science Book",Books,21.27,2023-05-09,6,195,Chicago
732,"Board Game",Toys,926.04,2023-06-17,9,270,"New York"
733,"Action Figure",Toys,76.43,2023-06-17,5,182,Chicago
734,T-shirt,Clothing,532.70,2023-04-21,5,271,"Los Angeles"
735,"Art Book",Books,148.39,2023-01-23,2,265,"New York"
736,Doll,Toys,670.41,2023-03-31,5,458,"New York"
737,"Action Figure",Toys,903.67,2023-01-28,1,397,Miami
738,"Fiction Book",Books,455.08,2023-06-14,3,140,Houston
739,Speaker,Electronics,730.09,2023-05-06,3,173,Miami
740,Nightstand,Furniture,876.57,2023-03-30,9,310,Houston
741,Wardrobe,Furniture,998.64,2023-04-13,9,304,Chicago
742,"Table Lamp",Furniture,792.94,2023-02-06,7,272,Miami
743,Shoes,Clothing,309.37,2023-05-05,6,279,"Los Angeles"
744,Sofa,Furniture,253.40,2023-03-18,4,284,Houston
745,"Board Game",Toys,538.30,2023-02-23,9,239,Houston
746,Dresser,Furniture,145.09,2023-05-12,3,479,"New York"
747,Jacket,Clothing,303.29,2023-05-07,6,434,Chicago
748,Laptop,Electronics,137.80,2023-03-01,3,78,"New York"
749,Puzzle,Toys,373.96,2023-06-06,3,238,Houston
750,Camera,Electronics,520.33,2023-01-24,1,36,"New York"
751,Smartwatch,Electronics,759.26,2023-05-28,9,310,Houston
752,Nightstand,Furniture,674.01,2023-03-28,4,224,"New York"
753,Mouse,Electronics,226.09,2023-03-29,8,163,"Los Angeles"
754,"Remote Control Car",Toys,336.31,2023-05-31,2,145,Miami
755,Smartphone,Electronics,436.22,2023-06-14,3,297,"New York"
756,Smartwatch,Electronics,360.81,2023-05-10,6,227,Houston
757,Keyboard,Electronics,999.31,2023-04-19,1,113,"New York"
758,"Remote Control Car",Toys,190.69,2023-01-19,10,209,"Los Angeles"
759,Tablet,Electronics,423.52,2023-02-14,10,29,Chicago
760,"Action Figure",Toys,295.51,2023-06-13,7,263,Houston
761,"Action Figure",Toys,591.62,2023-06-21,10,38,Chicago
762,"Action Figure",Toys,822.33,2023-06-03,9,235,Miami
763,Bookshelf,Furniture,913.45,2023-04-23,4,53,"Los Angeles"
764,Dresser,Furniture,368.30,2023-05-29,1,292,Miami
765,"History Book",Books,749.81,2023-03-26,1,16,Miami
766,Sofa,Furniture,41.18,2023-03-29,4,56,Houston
767,"History Book",Books,518.62,2023-03-14,5,30,Miami
768,Jacket,Clothing,864.66,2023-02-26,10,480,Miami
769,Bookshelf,Furniture,406.83,2023-01-23,4,314,Miami
770,"Fiction Book",Books,358.00,2023-03-05,7,214,"New York"
771,"Board Game",Toys,513.36,2023-02-08,6,15,Chicago
772,"Science Book",Books,439.44,2023-05-29,9,281,"Los Angeles"
773,Nightstand,Furniture,236.24,2023-02-12,5,301,Houston
774,"Coffee Table",Furniture,577.76,2023-05-20,2,192,Chicago
775,Nightstand,Furniture,963.24,2023-06-16,8,468,Chicago
776,Jacket,Clothing,618.12,2023-05-17,10,212,"Los Angeles"
777,Chair,Furniture,123.23,2023-01-31,5,445,"New York"
778,Wardrobe,Furniture,79.03,2023-06-07,2,49,"New York"
779,Puzzle,Toys,387.75,2023-06-25,8,326,"New York"
780,"History Book",Books,574.55,2023-06-01,5,477,"Los Angeles"
781,Jacket,Clothing,979.65,2023-05-25,1,13,Miami
782,Bed,Furniture,854.71,2023-05-20,4,113,"New York"
783,Wardrobe,Furniture,395.03,2023-03-18,10,217,"Los Angeles"
784,T-shirt,Clothing,915.69,2023-03-29,7,4,Miami
785,"Art Book",Books,917.07,2023-01-20,9,341,"New York"
786,Puzzle,Toys,29.50,2023-05-26,10,177,Miami
787,Dress,Clothing,861.07,2023-01-05,6,344,Houston
788,"History Book",Books,933.14,2023-05-02,6,419,Chicago
789,Puzzle,Toys,316.07,2023-02-22,5,312,Houston
790,Sofa,Furniture,547.29,2023-01-03,5,63,"Los Angeles"
791,Sofa,Furniture,379.80,2023-02-13,1,340,"New York"
792,"Fiction Book",Books,466.45,2023-06-23,5,122,Miami
793,"Remote Control Car",Toys,784.49,2023-01-27,4,249,"Los Angeles"
794,Mouse,Electronics,489.62,2023-05-19,4,283,Houston
795,"Remote Control Car",Toys,433.81,2023-02-12,9,371,"New York"
796,Puzzle,Toys,381.66,2023-06-24,7,290,Miami
797,Desk,Furniture,367.34,2023-05-04,4,307,"New York"
798,T-shirt,Clothing,548.93,2023-01-29,2,95,Chicago
799,Bookshelf,Furniture,151.37,2023-05-07,1,71,Chicago
800,Chair,Furniture,538.82,2023-02-28,1,52,Chicago
801,Smartwatch,Electronics,437.34,2023-01-17,2,207,Houston
802,Tablet,Electronics,142.61,2023-06-20,4,335,Chicago
803,Smartwatch,Electronics,472.17,2023-04-09,4,480,Miami
804,Nightstand,Furniture,768.27,2023-01-13,1,2,Miami
805,Dress,Clothing,45.26,2023-05-31,1,343,"Los Angeles"
806,Jacket,Clothing,539.94,2023-06-04,7,366,Houston
